startDateTime,endDateTime,priPrecipBulk,priPrecipNumPts,priPrecipExpUncert,priPrecipFinalQF
"2020-01-20T20:30:00Z","2020-01-20T21:00:00Z",0.000,6.000,0.000,0
"2020-01-20T21:00:00Z","2020-01-20T21:30:00Z",0.000,6.000,0.000,0
"2020-01-20T21:30:00Z","2020-01-20T22:00:00Z",0.000,6.000,0.000,0
"2020-01-20T22:00:00Z","2020-01-20T22:30:00Z",0.000,6.000,0.000,0
"2020-01-20T22:30:00Z","2020-01-20T23:00:00Z",0.000,6.000,0.000,0
"2020-01-20T23:00:00Z","2020-01-20T23:30:00Z",0.000,6.000,0.000,0
"2020-01-20T23:30:00Z","2020-01-21T00:00:00Z",0.000,6.000,0.000,0
"2020-01-21T00:00:00Z","2020-01-21T00:30:00Z",0.000,6.000,0.000,0
"2020-01-21T00:30:00Z","2020-01-21T01:00:00Z",0.000,6.000,0.000,0
"2020-01-21T01:00:00Z","2020-01-21T01:30:00Z",0.000,6.000,0.000,0
"2020-01-21T01:30:00Z","2020-01-21T02:00:00Z",0.020,6.000,0.001,0
"2020-01-21T02:00:00Z","2020-01-21T02:30:00Z",0.000,6.000,0.000,0
"2020-01-21T02:30:00Z","2020-01-21T03:00:00Z",0.000,6.000,0.000,0
"2020-01-21T03:00:00Z","2020-01-21T03:30:00Z",0.040,6.000,0.002,0
"2020-01-21T03:30:00Z","2020-01-21T04:00:00Z",0.120,6.000,0.005,0
"2020-01-21T04:00:00Z","2020-01-21T04:30:00Z",0.120,6.000,0.005,0
"2020-01-21T04:30:00Z","2020-01-21T05:00:00Z",0.170,6.000,0.007,0
"2020-01-21T05:00:00Z","2020-01-21T05:30:00Z",0.000,6.000,0.000,0
"2020-01-21T05:30:00Z","2020-01-21T06:00:00Z",0.000,6.000,0.000,0
"2020-01-21T06:00:00Z","2020-01-21T06:30:00Z",0.000,6.000,0.000,0
"2020-01-21T06:30:00Z","2020-01-21T07:00:00Z",0.000,6.000,0.000,0
"2020-01-21T07:00:00Z","2020-01-21T07:30:00Z",0.000,6.000,0.000,0
"2020-01-21T07:30:00Z","2020-01-21T08:00:00Z",0.000,6.000,0.000,0
"2020-01-21T08:00:00Z","2020-01-21T08:30:00Z",0.000,6.000,0.000,0
"2020-01-21T08:30:00Z","2020-01-21T09:00:00Z",0.000,6.000,0.000,0
"2020-01-21T09:00:00Z","2020-01-21T09:30:00Z",0.000,6.000,0.000,0
"2020-01-21T09:30:00Z","2020-01-21T10:00:00Z",0.000,6.000,0.000,0
"2020-01-21T10:00:00Z","2020-01-21T10:30:00Z",0.020,6.000,0.001,0
"2020-01-21T10:30:00Z","2020-01-21T11:00:00Z",0.000,6.000,0.000,0
"2020-01-21T11:00:00Z","2020-01-21T11:30:00Z",0.000,6.000,0.000,0
"2020-01-21T11:30:00Z","2020-01-21T12:00:00Z",0.000,6.000,0.000,0
"2020-01-21T12:00:00Z","2020-01-21T12:30:00Z",0.000,6.000,0.000,0
"2020-01-21T12:30:00Z","2020-01-21T13:00:00Z",0.000,6.000,0.000,0
"2020-01-21T13:00:00Z","2020-01-21T13:30:00Z",0.000,6.000,0.000,0
"2020-01-21T13:30:00Z","2020-01-21T14:00:00Z",0.000,6.000,0.000,0
"2020-01-21T14:00:00Z","2020-01-21T14:30:00Z",0.000,6.000,0.000,0
"2020-01-21T14:30:00Z","2020-01-21T15:00:00Z",0.000,6.000,0.000,0
"2020-01-21T15:00:00Z","2020-01-21T15:30:00Z",0.000,6.000,0.000,0
"2020-01-21T15:30:00Z","2020-01-21T16:00:00Z",0.000,6.000,0.000,0
"2020-01-21T16:00:00Z","2020-01-21T16:30:00Z",0.000,6.000,0.000,0
"2020-01-21T16:30:00Z","2020-01-21T17:00:00Z",0.030,6.000,0.001,0
"2020-01-21T17:00:00Z","2020-01-21T17:30:00Z",0.020,6.000,0.001,0
"2020-01-21T17:30:00Z","2020-01-21T18:00:00Z",0.040,6.000,0.002,0
"2020-01-21T18:00:00Z","2020-01-21T18:30:00Z",0.020,6.000,0.001,0
"2020-01-21T18:30:00Z","2020-01-21T19:00:00Z",0.000,6.000,0.000,0
"2020-01-21T19:00:00Z","2020-01-21T19:30:00Z",0.000,6.000,0.000,0
"2020-01-21T19:30:00Z","2020-01-21T20:00:00Z",0.000,6.000,0.000,0
"2020-01-21T20:00:00Z","2020-01-21T20:30:00Z",0.000,6.000,0.000,0
"2020-01-21T20:30:00Z","2020-01-21T21:00:00Z",0.000,6.000,0.000,0
"2020-01-21T21:00:00Z","2020-01-21T21:30:00Z",0.000,6.000,0.000,0
"2020-01-21T21:30:00Z","2020-01-21T22:00:00Z",0.000,6.000,0.000,0
"2020-01-21T22:00:00Z","2020-01-21T22:30:00Z",0.000,6.000,0.000,0
"2020-01-21T22:30:00Z","2020-01-21T23:00:00Z",0.000,6.000,0.000,0
"2020-01-21T23:00:00Z","2020-01-21T23:30:00Z",0.000,6.000,0.000,0
"2020-01-21T23:30:00Z","2020-01-22T00:00:00Z",0.000,6.000,0.000,0
"2020-01-22T00:00:00Z","2020-01-22T00:30:00Z",0.000,6.000,0.000,0
"2020-01-22T00:30:00Z","2020-01-22T01:00:00Z",0.000,6.000,0.000,0
"2020-01-22T01:00:00Z","2020-01-22T01:30:00Z",0.000,6.000,0.000,0
"2020-01-22T01:30:00Z","2020-01-22T02:00:00Z",0.000,6.000,0.000,0
"2020-01-22T02:00:00Z","2020-01-22T02:30:00Z",0.000,6.000,0.000,0
"2020-01-22T02:30:00Z","2020-01-22T03:00:00Z",0.000,6.000,0.000,0
"2020-01-22T03:00:00Z","2020-01-22T03:30:00Z",0.030,6.000,0.001,0
"2020-01-22T03:30:00Z","2020-01-22T04:00:00Z",0.000,6.000,0.000,0
"2020-01-22T04:00:00Z","2020-01-22T04:30:00Z",0.000,6.000,0.000,0
"2020-01-22T04:30:00Z","2020-01-22T05:00:00Z",0.000,6.000,0.000,0
"2020-01-22T05:00:00Z","2020-01-22T05:30:00Z",0.000,6.000,0.000,0
"2020-01-22T05:30:00Z","2020-01-22T06:00:00Z",0.000,6.000,0.000,0
"2020-01-22T06:00:00Z","2020-01-22T06:30:00Z",0.000,6.000,0.000,0
"2020-01-22T06:30:00Z","2020-01-22T07:00:00Z",0.000,6.000,0.000,0
"2020-01-22T07:00:00Z","2020-01-22T07:30:00Z",0.000,6.000,0.000,0
"2020-01-22T07:30:00Z","2020-01-22T08:00:00Z",0.000,6.000,0.000,0
"2020-01-22T08:00:00Z","2020-01-22T08:30:00Z",0.000,6.000,0.000,0
"2020-01-22T08:30:00Z","2020-01-22T09:00:00Z",0.000,6.000,0.000,0
"2020-01-22T09:00:00Z","2020-01-22T09:30:00Z",0.000,6.000,0.000,0
"2020-01-22T09:30:00Z","2020-01-22T10:00:00Z",0.000,6.000,0.000,0
"2020-01-22T10:00:00Z","2020-01-22T10:30:00Z",0.000,6.000,0.000,0
"2020-01-22T10:30:00Z","2020-01-22T11:00:00Z",0.000,6.000,0.000,0
"2020-01-22T11:00:00Z","2020-01-22T11:30:00Z",0.000,6.000,0.000,0
"2020-01-22T11:30:00Z","2020-01-22T12:00:00Z",0.000,6.000,0.000,0
"2020-01-22T12:00:00Z","2020-01-22T12:30:00Z",0.000,6.000,0.000,0
"2020-01-22T12:30:00Z","2020-01-22T13:00:00Z",0.000,6.000,0.000,0
"2020-01-22T13:00:00Z","2020-01-22T13:30:00Z",0.000,6.000,0.000,0
"2020-01-22T13:30:00Z","2020-01-22T14:00:00Z",0.000,6.000,0.000,0
"2020-01-22T14:00:00Z","2020-01-22T14:30:00Z",0.000,6.000,0.000,0
"2020-01-22T14:30:00Z","2020-01-22T15:00:00Z",0.000,6.000,0.000,0
"2020-01-22T15:00:00Z","2020-01-22T15:30:00Z",0.000,6.000,0.000,0
"2020-01-22T15:30:00Z","2020-01-22T16:00:00Z",0.000,6.000,0.000,0
"2020-01-22T16:00:00Z","2020-01-22T16:30:00Z",0.000,6.000,0.000,0
"2020-01-22T16:30:00Z","2020-01-22T17:00:00Z",0.000,6.000,0.000,0
"2020-01-22T17:00:00Z","2020-01-22T17:30:00Z",0.000,6.000,0.000,0
"2020-01-22T17:30:00Z","2020-01-22T18:00:00Z",0.040,6.000,0.002,0
"2020-01-22T18:00:00Z","2020-01-22T18:30:00Z",0.040,6.000,0.002,0
"2020-01-22T18:30:00Z","2020-01-22T19:00:00Z",0.000,6.000,0.000,0
"2020-01-22T19:00:00Z","2020-01-22T19:30:00Z",0.020,6.000,0.001,0
"2020-01-22T19:30:00Z","2020-01-22T20:00:00Z",0.000,6.000,0.000,0
"2020-01-22T20:00:00Z","2020-01-22T20:30:00Z",0.020,6.000,0.001,0
"2020-01-22T20:30:00Z","2020-01-22T21:00:00Z",0.000,6.000,0.000,0
"2020-01-22T21:00:00Z","2020-01-22T21:30:00Z",0.000,6.000,0.000,0
"2020-01-22T21:30:00Z","2020-01-22T22:00:00Z",0.000,6.000,0.000,0
"2020-01-22T22:00:00Z","2020-01-22T22:30:00Z",0.000,6.000,0.000,0
"2020-01-22T22:30:00Z","2020-01-22T23:00:00Z",0.000,6.000,0.000,0
"2020-01-22T23:00:00Z","2020-01-22T23:30:00Z",0.000,6.000,0.000,0
"2020-01-22T23:30:00Z","2020-01-23T00:00:00Z",0.000,6.000,0.000,0
"2020-01-23T00:00:00Z","2020-01-23T00:30:00Z",0.000,6.000,0.000,0
"2020-01-23T00:30:00Z","2020-01-23T01:00:00Z",0.000,6.000,0.000,0
"2020-01-23T01:00:00Z","2020-01-23T01:30:00Z",0.000,6.000,0.000,0
"2020-01-23T01:30:00Z","2020-01-23T02:00:00Z",0.000,6.000,0.000,0
"2020-01-23T02:00:00Z","2020-01-23T02:30:00Z",0.030,6.000,0.001,0
"2020-01-23T02:30:00Z","2020-01-23T03:00:00Z",0.000,6.000,0.000,0
"2020-01-23T03:00:00Z","2020-01-23T03:30:00Z",0.030,6.000,0.001,0
"2020-01-23T03:30:00Z","2020-01-23T04:00:00Z",0.000,6.000,0.000,0
"2020-01-23T04:00:00Z","2020-01-23T04:30:00Z",0.000,6.000,0.000,0
"2020-01-23T04:30:00Z","2020-01-23T05:00:00Z",0.000,6.000,0.000,0
"2020-01-23T05:00:00Z","2020-01-23T05:30:00Z",0.000,6.000,0.000,0
"2020-01-23T05:30:00Z","2020-01-23T06:00:00Z",0.000,6.000,0.000,0
"2020-01-23T06:00:00Z","2020-01-23T06:30:00Z",0.000,6.000,0.000,0
"2020-01-23T06:30:00Z","2020-01-23T07:00:00Z",0.000,6.000,0.000,0
"2020-01-23T07:00:00Z","2020-01-23T07:30:00Z",0.000,6.000,0.000,0
"2020-01-23T07:30:00Z","2020-01-23T08:00:00Z",0.000,6.000,0.000,0
"2020-01-23T08:00:00Z","2020-01-23T08:30:00Z",0.000,6.000,0.000,0
"2020-01-23T08:30:00Z","2020-01-23T09:00:00Z",0.000,6.000,0.000,0
"2020-01-23T09:00:00Z","2020-01-23T09:30:00Z",0.000,6.000,0.000,0
"2020-01-23T09:30:00Z","2020-01-23T10:00:00Z",0.000,6.000,0.000,0
"2020-01-23T10:00:00Z","2020-01-23T10:30:00Z",0.000,6.000,0.000,0
"2020-01-23T10:30:00Z","2020-01-23T11:00:00Z",0.000,6.000,0.000,0
"2020-01-23T11:00:00Z","2020-01-23T11:30:00Z",0.000,6.000,0.000,0
"2020-01-23T11:30:00Z","2020-01-23T12:00:00Z",0.000,6.000,0.000,0
"2020-01-23T12:00:00Z","2020-01-23T12:30:00Z",0.000,6.000,0.000,0
"2020-01-23T12:30:00Z","2020-01-23T13:00:00Z",0.000,6.000,0.000,0
"2020-01-23T13:00:00Z","2020-01-23T13:30:00Z",0.000,6.000,0.000,0
"2020-01-23T13:30:00Z","2020-01-23T14:00:00Z",0.000,6.000,0.000,0
"2020-01-23T14:00:00Z","2020-01-23T14:30:00Z",0.000,6.000,0.000,0
"2020-01-23T14:30:00Z","2020-01-23T15:00:00Z",0.000,6.000,0.000,0
"2020-01-23T15:00:00Z","2020-01-23T15:30:00Z",0.000,6.000,0.000,0
"2020-01-23T15:30:00Z","2020-01-23T16:00:00Z",0.000,6.000,0.000,0
"2020-01-23T16:00:00Z","2020-01-23T16:30:00Z",0.000,6.000,0.000,0
"2020-01-23T16:30:00Z","2020-01-23T17:00:00Z",0.000,6.000,0.000,0
"2020-01-23T17:00:00Z","2020-01-23T17:30:00Z",0.000,6.000,0.000,0
"2020-01-23T17:30:00Z","2020-01-23T18:00:00Z",0.000,6.000,0.000,0
"2020-01-23T18:00:00Z","2020-01-23T18:30:00Z",0.020,6.000,0.001,0
"2020-01-23T18:30:00Z","2020-01-23T19:00:00Z",0.000,6.000,0.000,0
"2020-01-23T19:00:00Z","2020-01-23T19:30:00Z",0.000,6.000,0.000,0
"2020-01-23T19:30:00Z","2020-01-23T20:00:00Z",0.000,6.000,0.000,0
"2020-01-23T20:00:00Z","2020-01-23T20:30:00Z",0.000,6.000,0.000,0
"2020-01-23T20:30:00Z","2020-01-23T21:00:00Z",0.000,6.000,0.000,0
"2020-01-23T21:00:00Z","2020-01-23T21:30:00Z",0.000,6.000,0.000,0
"2020-01-23T21:30:00Z","2020-01-23T22:00:00Z",0.000,6.000,0.000,0
"2020-01-23T22:00:00Z","2020-01-23T22:30:00Z",0.000,6.000,0.000,0
"2020-01-23T22:30:00Z","2020-01-23T23:00:00Z",0.000,6.000,0.000,0
"2020-01-23T23:00:00Z","2020-01-23T23:30:00Z",0.000,6.000,0.000,0
"2020-01-23T23:30:00Z","2020-01-24T00:00:00Z",0.000,6.000,0.000,0
"2020-01-24T00:00:00Z","2020-01-24T00:30:00Z",0.000,6.000,0.000,0
"2020-01-24T00:30:00Z","2020-01-24T01:00:00Z",0.050,6.000,0.002,0
"2020-01-24T01:00:00Z","2020-01-24T01:30:00Z",0.040,6.000,0.002,0
"2020-01-24T01:30:00Z","2020-01-24T02:00:00Z",0.110,6.000,0.004,0
"2020-01-24T02:00:00Z","2020-01-24T02:30:00Z",0.020,6.000,0.001,0
"2020-01-24T02:30:00Z","2020-01-24T03:00:00Z",0.020,6.000,0.001,0
"2020-01-24T03:00:00Z","2020-01-24T03:30:00Z",0.100,6.000,0.004,0
"2020-01-24T03:30:00Z","2020-01-24T04:00:00Z",0.060,6.000,0.002,0
"2020-01-24T04:00:00Z","2020-01-24T04:30:00Z",0.110,6.000,0.004,0
"2020-01-24T04:30:00Z","2020-01-24T05:00:00Z",0.060,6.000,0.002,0
"2020-01-24T05:00:00Z","2020-01-24T05:30:00Z",0.000,6.000,0.000,0
"2020-01-24T05:30:00Z","2020-01-24T06:00:00Z",0.000,6.000,0.000,0
"2020-01-24T06:00:00Z","2020-01-24T06:30:00Z",0.000,6.000,0.000,0
"2020-01-24T06:30:00Z","2020-01-24T07:00:00Z",0.000,6.000,0.000,0
"2020-01-24T07:00:00Z","2020-01-24T07:30:00Z",0.020,6.000,0.001,0
"2020-01-24T07:30:00Z","2020-01-24T08:00:00Z",0.000,6.000,0.000,0
"2020-01-24T08:00:00Z","2020-01-24T08:30:00Z",0.000,6.000,0.000,0
"2020-01-24T08:30:00Z","2020-01-24T09:00:00Z",0.000,6.000,0.000,0
"2020-01-24T09:00:00Z","2020-01-24T09:30:00Z",0.000,6.000,0.000,0
"2020-01-24T09:30:00Z","2020-01-24T10:00:00Z",0.000,6.000,0.000,0
"2020-01-24T10:00:00Z","2020-01-24T10:30:00Z",0.000,6.000,0.000,0
"2020-01-24T10:30:00Z","2020-01-24T11:00:00Z",0.000,6.000,0.000,0
"2020-01-24T11:00:00Z","2020-01-24T11:30:00Z",0.000,6.000,0.000,0
"2020-01-24T11:30:00Z","2020-01-24T12:00:00Z",0.000,6.000,0.000,0
"2020-01-24T12:00:00Z","2020-01-24T12:30:00Z",0.000,6.000,0.000,0
"2020-01-24T12:30:00Z","2020-01-24T13:00:00Z",0.020,6.000,0.001,0
"2020-01-24T13:00:00Z","2020-01-24T13:30:00Z",0.000,6.000,0.000,0
"2020-01-24T13:30:00Z","2020-01-24T14:00:00Z",0.000,6.000,0.000,0
"2020-01-24T14:00:00Z","2020-01-24T14:30:00Z",0.000,6.000,0.000,0
"2020-01-24T14:30:00Z","2020-01-24T15:00:00Z",0.000,6.000,0.000,0
"2020-01-24T15:00:00Z","2020-01-24T15:30:00Z",0.000,6.000,0.000,0
"2020-01-24T15:30:00Z","2020-01-24T16:00:00Z",0.000,6.000,0.000,0
"2020-01-24T16:00:00Z","2020-01-24T16:30:00Z",0.000,6.000,0.000,0
"2020-01-24T16:30:00Z","2020-01-24T17:00:00Z",0.000,6.000,0.000,0
"2020-01-24T17:00:00Z","2020-01-24T17:30:00Z",0.000,6.000,0.000,0
"2020-01-24T17:30:00Z","2020-01-24T18:00:00Z",0.000,6.000,0.000,0
"2020-01-24T18:00:00Z","2020-01-24T18:30:00Z",0.000,6.000,0.000,0
"2020-01-24T18:30:00Z","2020-01-24T19:00:00Z",0.000,6.000,0.000,0
"2020-01-24T19:00:00Z","2020-01-24T19:30:00Z",0.000,6.000,0.000,0
"2020-01-24T19:30:00Z","2020-01-24T20:00:00Z",0.000,6.000,0.000,0
"2020-01-24T20:00:00Z","2020-01-24T20:30:00Z",0.000,6.000,0.000,0
"2020-01-24T20:30:00Z","2020-01-24T21:00:00Z",0.020,6.000,0.001,0
"2020-01-24T21:00:00Z","2020-01-24T21:30:00Z",0.000,6.000,0.000,0
"2020-01-24T21:30:00Z","2020-01-24T22:00:00Z",0.000,6.000,0.000,0
"2020-01-24T22:00:00Z","2020-01-24T22:30:00Z",0.000,6.000,0.000,0
"2020-01-24T22:30:00Z","2020-01-24T23:00:00Z",0.000,6.000,0.000,0
"2020-01-24T23:00:00Z","2020-01-24T23:30:00Z",0.050,6.000,0.002,0
"2020-01-24T23:30:00Z","2020-01-25T00:00:00Z",0.290,6.000,0.011,0
"2020-01-25T00:00:00Z","2020-01-25T00:30:00Z",0.240,6.000,0.009,0
"2020-01-25T00:30:00Z","2020-01-25T01:00:00Z",0.260,6.000,0.010,0
"2020-01-25T01:00:00Z","2020-01-25T01:30:00Z",0.360,6.000,0.014,0
"2020-01-25T01:30:00Z","2020-01-25T02:00:00Z",0.330,6.000,0.013,0
"2020-01-25T02:00:00Z","2020-01-25T02:30:00Z",0.310,6.000,0.012,0
"2020-01-25T02:30:00Z","2020-01-25T03:00:00Z",0.280,6.000,0.011,0
"2020-01-25T03:00:00Z","2020-01-25T03:30:00Z",0.310,6.000,0.012,0
"2020-01-25T03:30:00Z","2020-01-25T04:00:00Z",0.100,6.000,0.004,0
"2020-01-25T04:00:00Z","2020-01-25T04:30:00Z",0.170,6.000,0.007,0
"2020-01-25T04:30:00Z","2020-01-25T05:00:00Z",0.160,6.000,0.006,0
"2020-01-25T05:00:00Z","2020-01-25T05:30:00Z",0.040,6.000,0.002,0
"2020-01-25T05:30:00Z","2020-01-25T06:00:00Z",0.000,6.000,0.000,0
"2020-01-25T06:00:00Z","2020-01-25T06:30:00Z",0.000,6.000,0.000,0
"2020-01-25T06:30:00Z","2020-01-25T07:00:00Z",0.000,6.000,0.000,0
"2020-01-25T07:00:00Z","2020-01-25T07:30:00Z",0.000,6.000,0.000,0
"2020-01-25T07:30:00Z","2020-01-25T08:00:00Z",0.000,6.000,0.000,0
"2020-01-25T08:00:00Z","2020-01-25T08:30:00Z",0.000,6.000,0.000,0
"2020-01-25T08:30:00Z","2020-01-25T09:00:00Z",0.020,6.000,0.001,0
"2020-01-25T09:00:00Z","2020-01-25T09:30:00Z",0.000,6.000,0.000,0
"2020-01-25T09:30:00Z","2020-01-25T10:00:00Z",0.000,6.000,0.000,0
"2020-01-25T10:00:00Z","2020-01-25T10:30:00Z",0.000,6.000,0.000,0
"2020-01-25T10:30:00Z","2020-01-25T11:00:00Z",0.000,6.000,0.000,0
"2020-01-25T11:00:00Z","2020-01-25T11:30:00Z",0.020,6.000,0.001,0
"2020-01-25T11:30:00Z","2020-01-25T12:00:00Z",0.000,6.000,0.000,0
"2020-01-25T12:00:00Z","2020-01-25T12:30:00Z",0.000,6.000,0.000,0
"2020-01-25T12:30:00Z","2020-01-25T13:00:00Z",0.000,6.000,0.000,0
"2020-01-25T13:00:00Z","2020-01-25T13:30:00Z",0.000,6.000,0.000,0
"2020-01-25T13:30:00Z","2020-01-25T14:00:00Z",0.000,6.000,0.000,0
"2020-01-25T14:00:00Z","2020-01-25T14:30:00Z",0.000,6.000,0.000,0
"2020-01-25T14:30:00Z","2020-01-25T15:00:00Z",0.000,6.000,0.000,0
"2020-01-25T15:00:00Z","2020-01-25T15:30:00Z",0.000,6.000,0.000,0
"2020-01-25T15:30:00Z","2020-01-25T16:00:00Z",0.000,6.000,0.000,0
"2020-01-25T16:00:00Z","2020-01-25T16:30:00Z",0.000,6.000,0.000,0
"2020-01-25T16:30:00Z","2020-01-25T17:00:00Z",0.000,6.000,0.000,0
"2020-01-25T17:00:00Z","2020-01-25T17:30:00Z",0.000,6.000,0.000,0
"2020-01-25T17:30:00Z","2020-01-25T18:00:00Z",0.020,6.000,0.001,0
"2020-01-25T18:00:00Z","2020-01-25T18:30:00Z",0.020,6.000,0.001,0
"2020-01-25T18:30:00Z","2020-01-25T19:00:00Z",0.020,6.000,0.001,0
"2020-01-25T19:00:00Z","2020-01-25T19:30:00Z",0.120,6.000,0.005,0
"2020-01-25T19:30:00Z","2020-01-25T20:00:00Z",0.000,6.000,0.000,0
"2020-01-25T20:00:00Z","2020-01-25T20:30:00Z",0.020,6.000,0.001,0
"2020-01-25T20:30:00Z","2020-01-25T21:00:00Z",0.000,6.000,0.000,0
"2020-01-25T21:00:00Z","2020-01-25T21:30:00Z",0.000,6.000,0.000,0
"2020-01-25T21:30:00Z","2020-01-25T22:00:00Z",0.000,6.000,0.000,0
"2020-01-25T22:00:00Z","2020-01-25T22:30:00Z",0.000,6.000,0.000,0
"2020-01-25T22:30:00Z","2020-01-25T23:00:00Z",0.000,6.000,0.000,0
"2020-01-25T23:00:00Z","2020-01-25T23:30:00Z",0.000,6.000,0.000,0
"2020-01-25T23:30:00Z","2020-01-26T00:00:00Z",0.000,6.000,0.000,0
"2020-01-26T00:00:00Z","2020-01-26T00:30:00Z",0.000,6.000,0.000,0
"2020-01-26T00:30:00Z","2020-01-26T01:00:00Z",0.000,6.000,0.000,0
"2020-01-26T01:00:00Z","2020-01-26T01:30:00Z",0.000,6.000,0.000,0
"2020-01-26T01:30:00Z","2020-01-26T02:00:00Z",0.030,6.000,0.001,0
"2020-01-26T02:00:00Z","2020-01-26T02:30:00Z",0.040,6.000,0.002,0
"2020-01-26T02:30:00Z","2020-01-26T03:00:00Z",0.000,6.000,0.000,0
"2020-01-26T03:00:00Z","2020-01-26T03:30:00Z",0.000,6.000,0.000,0
"2020-01-26T03:30:00Z","2020-01-26T04:00:00Z",0.000,6.000,0.000,0
"2020-01-26T04:00:00Z","2020-01-26T04:30:00Z",0.000,6.000,0.000,0
"2020-01-26T04:30:00Z","2020-01-26T05:00:00Z",0.000,6.000,0.000,0
"2020-01-26T05:00:00Z","2020-01-26T05:30:00Z",0.000,6.000,0.000,0
"2020-01-26T05:30:00Z","2020-01-26T06:00:00Z",0.000,6.000,0.000,0
"2020-01-26T06:00:00Z","2020-01-26T06:30:00Z",0.000,6.000,0.000,0
"2020-01-26T06:30:00Z","2020-01-26T07:00:00Z",0.000,6.000,0.000,0
"2020-01-26T07:00:00Z","2020-01-26T07:30:00Z",0.000,6.000,0.000,0
"2020-01-26T07:30:00Z","2020-01-26T08:00:00Z",0.000,6.000,0.000,0
"2020-01-26T08:00:00Z","2020-01-26T08:30:00Z",0.000,6.000,0.000,0
"2020-01-26T08:30:00Z","2020-01-26T09:00:00Z",0.000,6.000,0.000,0
"2020-01-26T09:00:00Z","2020-01-26T09:30:00Z",0.000,6.000,0.000,0
"2020-01-26T09:30:00Z","2020-01-26T10:00:00Z",0.000,6.000,0.000,0
"2020-01-26T10:00:00Z","2020-01-26T10:30:00Z",0.000,6.000,0.000,0
"2020-01-26T10:30:00Z","2020-01-26T11:00:00Z",0.000,6.000,0.000,0
"2020-01-26T11:00:00Z","2020-01-26T11:30:00Z",0.000,6.000,0.000,0
"2020-01-26T11:30:00Z","2020-01-26T12:00:00Z",0.000,6.000,0.000,0
"2020-01-26T12:00:00Z","2020-01-26T12:30:00Z",0.000,6.000,0.000,0
"2020-01-26T12:30:00Z","2020-01-26T13:00:00Z",0.000,6.000,0.000,0
"2020-01-26T13:00:00Z","2020-01-26T13:30:00Z",0.000,6.000,0.000,0
"2020-01-26T13:30:00Z","2020-01-26T14:00:00Z",0.000,6.000,0.000,0
"2020-01-26T14:00:00Z","2020-01-26T14:30:00Z",0.000,6.000,0.000,0
"2020-01-26T14:30:00Z","2020-01-26T15:00:00Z",0.000,6.000,0.000,0
"2020-01-26T15:00:00Z","2020-01-26T15:30:00Z",0.000,6.000,0.000,0
"2020-01-26T15:30:00Z","2020-01-26T16:00:00Z",0.000,6.000,0.000,0
"2020-01-26T16:00:00Z","2020-01-26T16:30:00Z",0.000,6.000,0.000,0
"2020-01-26T16:30:00Z","2020-01-26T17:00:00Z",0.000,6.000,0.000,0
"2020-01-26T17:00:00Z","2020-01-26T17:30:00Z",0.000,6.000,0.000,0
"2020-01-26T17:30:00Z","2020-01-26T18:00:00Z",0.020,6.000,0.001,0
"2020-01-26T18:00:00Z","2020-01-26T18:30:00Z",0.040,6.000,0.002,0
"2020-01-26T18:30:00Z","2020-01-26T19:00:00Z",0.000,6.000,0.000,0
"2020-01-26T19:00:00Z","2020-01-26T19:30:00Z",0.000,6.000,0.000,0
"2020-01-26T19:30:00Z","2020-01-26T20:00:00Z",0.000,6.000,0.000,0
"2020-01-26T20:00:00Z","2020-01-26T20:30:00Z",0.000,6.000,0.000,0
"2020-01-26T20:30:00Z","2020-01-26T21:00:00Z",0.000,6.000,0.000,0
"2020-01-26T21:00:00Z","2020-01-26T21:30:00Z",0.000,6.000,0.000,0
"2020-01-26T21:30:00Z","2020-01-26T22:00:00Z",0.000,6.000,0.000,0
"2020-01-26T22:00:00Z","2020-01-26T22:30:00Z",0.000,6.000,0.000,0
"2020-01-26T22:30:00Z","2020-01-26T23:00:00Z",0.000,6.000,0.000,0
"2020-01-26T23:00:00Z","2020-01-26T23:30:00Z",0.000,6.000,0.000,0
"2020-01-26T23:30:00Z","2020-01-27T00:00:00Z",0.000,6.000,0.000,0
"2020-01-27T00:00:00Z","2020-01-27T00:30:00Z",0.000,6.000,0.000,0
"2020-01-27T00:30:00Z","2020-01-27T01:00:00Z",0.030,6.000,0.001,0
"2020-01-27T01:00:00Z","2020-01-27T01:30:00Z",0.000,6.000,0.000,0
"2020-01-27T01:30:00Z","2020-01-27T02:00:00Z",0.000,6.000,0.000,0
"2020-01-27T02:00:00Z","2020-01-27T02:30:00Z",0.000,6.000,0.000,0
"2020-01-27T02:30:00Z","2020-01-27T03:00:00Z",0.000,6.000,0.000,0
"2020-01-27T03:00:00Z","2020-01-27T03:30:00Z",0.030,6.000,0.001,0
"2020-01-27T03:30:00Z","2020-01-27T04:00:00Z",0.000,6.000,0.000,0
"2020-01-27T04:00:00Z","2020-01-27T04:30:00Z",0.000,6.000,0.000,0
"2020-01-27T04:30:00Z","2020-01-27T05:00:00Z",0.000,6.000,0.000,0
"2020-01-27T05:00:00Z","2020-01-27T05:30:00Z",0.000,6.000,0.000,0
"2020-01-27T05:30:00Z","2020-01-27T06:00:00Z",0.000,6.000,0.000,0
"2020-01-27T06:00:00Z","2020-01-27T06:30:00Z",0.000,6.000,0.000,0
"2020-01-27T06:30:00Z","2020-01-27T07:00:00Z",0.000,6.000,0.000,0
