startdateTime,TFPrecipBulkAvg
2020-01-01T00:00:00Z,1.7748000000000002
2020-01-01T00:30:00Z,1.1396000000000002
2020-01-01T01:00:00Z,0.8939999999999999
2020-01-01T01:30:00Z,1.0366
2020-01-01T02:00:00Z,0.635
2020-01-01T02:30:00Z,0.622
2020-01-01T03:00:00Z,1.9444
2020-01-01T03:30:00Z,1.0236
2020-01-01T04:00:00Z,0.9588000000000001
2020-01-01T04:30:00Z,0.9583999999999999
2020-01-01T05:00:00Z,0.8552
2020-01-01T05:30:00Z,0.7904000000000001
2020-01-01T06:00:00Z,0.9202000000000001
2020-01-01T06:30:00Z,0.5184
2020-01-01T07:00:00Z,0.7388000000000001
2020-01-01T07:30:00Z,1.0495999999999999
2020-01-01T08:00:00Z,1.2308
2020-01-01T08:30:00Z,1.2562000000000002
2020-01-01T09:00:00Z,1.4128
2020-01-01T09:30:00Z,1.5416
2020-01-01T10:00:00Z,0.518
2020-01-01T10:30:00Z,0.40180000000000005
2020-01-01T11:00:00Z,0.2722
2020-01-01T11:30:00Z,0.22080000000000002
2020-01-01T12:00:00Z,0.3242
2020-01-01T12:30:00Z,0.23359999999999997
2020-01-01T13:00:00Z,0.1424
2020-01-01T13:30:00Z,0.4932
2020-01-01T14:00:00Z,0.661
2020-01-01T14:30:00Z,0.5182
2020-01-01T15:00:00Z,0.4016
2020-01-01T15:30:00Z,0.35
2020-01-01T16:00:00Z,0.37579999999999997
2020-01-01T16:30:00Z,0.3758
2020-01-01T17:00:00Z,1.1014
2020-01-01T17:30:00Z,0.207
2020-01-01T18:00:00Z,0.7782
2020-01-01T18:30:00Z,0.9586
2020-01-01T19:00:00Z,0.4922000000000001
2020-01-01T19:30:00Z,0.36300000000000004
2020-01-01T20:00:00Z,0.1296
2020-01-01T20:30:00Z,0.0774
2020-01-01T21:00:00Z,0.0388
2020-01-01T21:30:00Z,0.0518
2020-01-01T22:00:00Z,0.0518
2020-01-01T22:30:00Z,0.1038
2020-01-01T23:00:00Z,0.1038
2020-01-01T23:30:00Z,0.20780000000000004
2020-01-02T00:00:00Z,0.1688
2020-01-02T00:30:00Z,0.2596
2020-01-02T01:00:00Z,0.3114
2020-01-02T01:30:00Z,0.1816
2020-01-02T02:00:00Z,0.1426
2020-01-02T02:30:00Z,0.0908
2020-01-02T03:00:00Z,0.1298
2020-01-02T03:30:00Z,0.2334
2020-01-02T04:00:00Z,0.0908
2020-01-02T04:30:00Z,0.052000000000000005
2020-01-02T05:00:00Z,0.0906
2020-01-02T05:30:00Z,0.091
2020-01-02T06:00:00Z,0.091
2020-01-02T06:30:00Z,0.11680000000000001
2020-01-02T07:00:00Z,0.14279999999999998
2020-01-02T07:30:00Z,0.0908
2020-01-02T08:00:00Z,0.182
2020-01-02T08:30:00Z,0.11640000000000002
2020-01-02T09:00:00Z,0.0908
2020-01-02T09:30:00Z,0.0648
2020-01-02T10:00:00Z,0.078
2020-01-02T10:30:00Z,0.0518
2020-01-02T11:00:00Z,0.10400000000000001
2020-01-02T11:30:00Z,0.0906
2020-01-02T12:00:00Z,0.0518
2020-01-02T12:30:00Z,0.0388
2020-01-02T13:00:00Z,0.013000000000000001
2020-01-02T13:30:00Z,0.0128
2020-01-02T14:00:00Z,0.013000000000000001
2020-01-02T14:30:00Z,0.0
2020-01-02T15:00:00Z,0.0128
2020-01-02T15:30:00Z,0.0
2020-01-02T16:00:00Z,0.0
2020-01-02T16:30:00Z,0.026000000000000002
2020-01-02T17:00:00Z,0.013000000000000001
2020-01-02T17:30:00Z,0.0258
2020-01-02T18:00:00Z,0.052000000000000005
2020-01-02T18:30:00Z,0.0258
2020-01-02T19:00:00Z,0.065
2020-01-02T19:30:00Z,0.0648
2020-01-02T20:00:00Z,0.0518
2020-01-02T20:30:00Z,0.11699999999999999
2020-01-02T21:00:00Z,0.156
2020-01-02T21:30:00Z,0.11699999999999999
2020-01-02T22:00:00Z,0.16899999999999998
2020-01-02T22:30:00Z,0.441
2020-01-02T23:00:00Z,0.24619999999999997
2020-01-02T23:30:00Z,0.1686
2020-01-03T00:00:00Z,0.1298
2020-01-03T00:30:00Z,0.1688
2020-01-03T01:00:00Z,0.15560000000000002
2020-01-03T01:30:00Z,0.1298
2020-01-03T02:00:00Z,0.2076
2020-01-03T02:30:00Z,0.25939999999999996
2020-01-03T03:00:00Z,0.2334
2020-01-03T03:30:00Z,0.2072
2020-01-03T04:00:00Z,0.1686
2020-01-03T04:30:00Z,0.2854
2020-01-03T05:00:00Z,0.1682
2020-01-03T05:30:00Z,0.1558
2020-01-03T06:00:00Z,0.1424
2020-01-03T06:30:00Z,0.1296
2020-01-03T07:00:00Z,0.09040000000000001
2020-01-03T07:30:00Z,0.0776
2020-01-03T08:00:00Z,0.078
2020-01-03T08:30:00Z,0.0388
2020-01-03T09:00:00Z,0.0388
2020-01-03T09:30:00Z,0.0258
2020-01-03T10:00:00Z,0.0
2020-01-03T10:30:00Z,0.0128
2020-01-03T11:00:00Z,0.0
2020-01-03T11:30:00Z,0.0258
2020-01-03T12:00:00Z,0.0
2020-01-03T12:30:00Z,0.0
2020-01-03T13:00:00Z,0.013000000000000001
2020-01-03T13:30:00Z,0.0
2020-01-03T14:00:00Z,0.0128
2020-01-03T14:30:00Z,0.0
2020-01-03T15:00:00Z,0.0
2020-01-03T15:30:00Z,0.0
2020-01-03T16:00:00Z,0.0
2020-01-03T16:30:00Z,0.0128
2020-01-03T17:00:00Z,0.0
2020-01-03T17:30:00Z,0.0
2020-01-03T18:00:00Z,0.0
2020-01-03T18:30:00Z,0.0
2020-01-03T19:00:00Z,0.0
2020-01-03T19:30:00Z,0.0
2020-01-03T20:00:00Z,0.0
2020-01-03T20:30:00Z,0.0
2020-01-03T21:00:00Z,0.0
2020-01-03T21:30:00Z,0.0
2020-01-03T22:00:00Z,0.0
2020-01-03T22:30:00Z,0.0
2020-01-03T23:00:00Z,0.0128
2020-01-03T23:30:00Z,0.0
2020-01-04T00:00:00Z,0.0
2020-01-04T00:30:00Z,0.0
2020-01-04T01:00:00Z,0.0
2020-01-04T01:30:00Z,0.0
2020-01-04T02:00:00Z,0.0
2020-01-04T02:30:00Z,0.0
2020-01-04T03:00:00Z,0.0
2020-01-04T03:30:00Z,0.0
2020-01-04T04:00:00Z,0.0
2020-01-04T04:30:00Z,0.0
2020-01-04T05:00:00Z,0.0
2020-01-04T05:30:00Z,0.0
2020-01-04T06:00:00Z,0.026000000000000002
2020-01-04T06:30:00Z,0.0
2020-01-04T07:00:00Z,0.2598
2020-01-04T07:30:00Z,0.9464
2020-01-04T08:00:00Z,1.0752000000000002
2020-01-04T08:30:00Z,0.7252
2020-01-04T09:00:00Z,0.6736
2020-01-04T09:30:00Z,0.6862
2020-01-04T10:00:00Z,0.40099999999999997
2020-01-04T10:30:00Z,0.29779999999999995
2020-01-04T11:00:00Z,0.33679999999999993
2020-01-04T11:30:00Z,0.41439999999999994
2020-01-04T12:00:00Z,0.181
2020-01-04T12:30:00Z,0.2854
2020-01-04T13:00:00Z,0.2202
2020-01-04T13:30:00Z,0.1424
2020-01-04T14:00:00Z,0.0906
2020-01-04T14:30:00Z,0.19480000000000003
2020-01-04T15:00:00Z,0.1426
2020-01-04T15:30:00Z,0.09040000000000001
2020-01-04T16:00:00Z,0.065
2020-01-04T16:30:00Z,0.0258
2020-01-04T17:00:00Z,0.0388
2020-01-04T17:30:00Z,0.0518
2020-01-04T18:00:00Z,0.0908
2020-01-04T18:30:00Z,0.27240000000000003
2020-01-04T19:00:00Z,0.12940000000000002
2020-01-04T19:30:00Z,0.4669999999999999
2020-01-04T20:00:00Z,0.3496
2020-01-04T20:30:00Z,0.3498
2020-01-04T21:00:00Z,0.207
2020-01-04T21:30:00Z,0.42779999999999996
2020-01-04T22:00:00Z,0.33659999999999995
2020-01-04T22:30:00Z,0.1162
2020-01-04T23:00:00Z,0.11640000000000002
